mol_canonical_id,mol_id,mol_name,smiles
MOL_dd6562687303,Target_lig_73,cobinamide dicyanide,C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@]([C@H](C([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)O)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N.[C-]#N.[C-]#N.[Co]
MOL_554ee7afb5bb,Target_lig_1157,Compd 34,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1O)N)O)O)N
MOL_1e876c3b29e5,Target_lig_732,Aniline_analog_8,CC1=C(C=CC=C1Cl)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O
MOL_2deb72176265,Target_lig_826,Compound 6,OC1CN(C1)Cc1ccc(cc1)C1CCN(CC1)C(=O)c1cn(c2c1cccc2)C
MOL_b84da084a9b8,Target_lig_271,Aminoglycoside derivative 22,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@@H]1[C@H]([C@H]([C@@H](C[C@H]1N)N)O)O[C@H]1OC[C@H]([C@@H]1OCCNCCCc1ccccc1)O[C@@H]1[C@@H]([C@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_4e86c5941d5f,Target_lig_718,Myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
MOL_4c41087aa714,Target_lig_611,SL3 RNA_ligand8,C1=CC=C(C=C1)OCCNC2=CC=CC=C2N
MOL_1455c29c0931,Target_lig_756,Neomycin_nucleobase_3f,NCC1OC(OC2C(Cn3nnc(c3)Cc3nc4c(o3)ccc(c4)NC(=O)Nc3ccccc3)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_8a9a459c4614,Target_lig_693,DB213,C[NH+](C)CCC[NH+]=C(C1=CC=C(C=C1)C(=[NH+]CCC[NH+](C)C)N)N
MOL_c7026457f1b7,Target_lig_686,Naphthyridine 2,C1CCN(C1)C2=NC(=C3C(=C2)C(=C(N=C3N)N4CCCC4)C#N)N
MOL_c2a8844639bb,Target_lig_1042,B11,C1COCCN1CCNC2=C3C(=C(C=C2)NCCN4CCOCC4)C(=O)C5=CC=CC=C5C3=O
MOL_1225a0f4debd,Target_lig_147,CRP,CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N3CCCC3C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C4CCCN4C(=O)C(CCCCN)N
MOL_34706a0f2120,Target_lig_84,4-methylquinolin-2-amine,CC1=CC(=NC2=CC=CC=C12)N
MOL_f170e0f77dff,Target_lig_275,Perazidoparomomycin derivative 1,[C@@H]1([C@H]([C@H]([C@@H](O[C@H]1CN(C)C)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_894b993afd6a,Target_lig_6,Ethidium bromide,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
MOL_8c708b0c72aa,Target_lig_149,Neocarzinostatin_chromophore_derivative_1,c12c(cc(cc1C)OC)[C@@]1(C(=O)C=C2)C(=O)O[C@@H]2[C@H]1c1c([C@@H]2O[C@H]2[C@@H]([C@@H]([C@H]([C@H](O2)C)O)O)NC)cc2c(c1)[C@](C=C2)([C@H]1OC(=O)OC1)O
MOL_5a85129a89c4,Target_lig_179,CMC3_Hoechst33258,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC(=C(C(=C6)O)O)O
MOL_6ef0df8d611f,Target_lig_291,Perazidoparomomycin derivative 18,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCCc1ccc(cc1)OC)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_90f873a51fda,Target_lig_687,p7,C1=CC(=CC=C1C(=O)NC2=NC=C(C=C2)NC(=O)C3=CC=NC=C3)F
MOL_927862c8beb8,Target_lig_566,disulfide_der_2,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1c(nc2c(cccc2)c1)C)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)C)cccc2
MOL_01bfd10b8407,Target_lig_553,D-guanosine,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
MOL_36e8cdb14747,Target_lig_281,Perazidoparomomycin derivative 8,[C@H]1([C@@H]([C@H]([C@H](O[C@@H]1CNCC(C)C)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_e67e70968a35,Target_lig_1129,Rbt549,NCCCOc1ccc(cc1CNCCC1CCNCC1)c1ccc2c(c1)[nH]cc2
MOL_496b8a808e9f,Target_lig_628,2-AU-2,CCCN(CC(=O)N(CCC)CC(=O)N(CC(N)=O)CC1=CN(CCCNC(=[NH2+])C2=CC=C(C=C2)C2=CC=C(O2)C2=CC=C(C=C2)C(N)=[NH2+])N=N1)C(=O)CNCC1=CN(CCCNC(=[NH2+])C2=CC=C(C=C2)C2=CC=C(O2)C2=CC=C(C=C2)C(N)=[NH2+])N=N1
MOL_8dfdf2a9aa22,Target_lig_442,benzimidazole_analog_rRNA_26,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=C(C=C(C=C4)C(F)(F)F)C(F)(F)F)Cl)Cl
MOL_da1b877aadf5,Target_lig_1277,MPED,Cc1cc(NCCN)ncc1
MOL_bb2438f789d1,Target_lig_1205,Neamine_derivative_20,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OSc1cnc(nc1)C(F)(F)F)O)O
MOL_4eef72672a54,Target_lig_259,Aminoglycoside derivative 9,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1OC[C@H]([C@H]1OCCNC1CCNCC1)O[C@H]1[C@@H]([C@H](C[C@H](O1)CN)O)N)N)O)O
MOL_d7a1b368df7f,Target_lig_999,Compound 3ab,NCCCCC(C(=O)OCOC[C@H]1O[C@H](C[C@@H]1O)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N
MOL_b7fec5c1a27c,Target_lig_776,PA-2,C(CCNCCCCNCCCCN)CN
MOL_5279585537af,Target_lig_1166,cmt6,NC(=O)C1=C(O)C2(C(C(C1=O)O)CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O
MOL_93ddf562fc76,Target_lig_665,2-Amino-N6-Hydroxyadenine,C1=NC2=C(N1)C(=NC(=N2)N)NO
MOL_6ebef80c9943,Target_lig_1261,Lysine Analog 9,[NH3+]CCOC[C@H]([NH3+])C([O-])=O
MOL_0dbf7ad27821,Target_lig_1223,Idarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
MOL_5f53f6ffe60d,Target_lig_378,Paromomycin_mol derivative 3 16S A-site RNA,C1[C@@H]([C@@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]1O[C@H]([C@@H]([C@H]([C@@H]1N)O)O)CO)O[C@@H]1[C@H]([C@@H]([C@H](O1)CO)O[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1N)O)O)CN)OCc1cccnc1)O)N
MOL_eeaffd7f2f84,Target_lig_1145,Josamycin,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
MOL_53557ceed908,Target_lig_279,Perazidoparomomycin derivative 5,[C@H]1([C@H]([C@H]([C@H](O[C@H]1CNC)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_422a7165618c,Target_lig_88,dimethylamino_quinolinyl_pyridinyl_acetamide,CN(C)C1=NC2=CC=CC=C2C(=C1)NC(=O)CC3=CC=C(C=C3)O
MOL_592ec03048e3,Target_lig_207,[3-(2-chloro-10H-phenothiazin-10,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
MOL_b5eb112c3ba9,Target_lig_1153,SAH,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
MOL_bb3f923d4455,Target_lig_151,Neocarzinostatin_chromophore_derivative_3,c12c(cccc1)[C@]1([C@@H](C=C2)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)CO)O)O)N)C(=O)O[C@H]2[C@@H]1c1c(C2=O)cc2c(c1)cccc2
MOL_ab911ca5d0be,Target_lig_334,SB-280080,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CCNCC4)C
MOL_03825f1b730c,Target_lig_771,Neomycin-4f,NCC1OC(OC2C(Cn3nnc(c3)Oc3cccc(c3)C(=O)Nc3cccc(c3)c3csc(n3)NC(=O)C)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_9fbf144d770b,Target_lig_757,Neomycin_nucleobase_3g,CCCCNC(=O)Nc1ccc2c(c1)nc(o2)Cc1nnn(c1)CC1OC(C(C1OC1OC(CN)C(C(C1N)O)O)O)OC1C(O)C(N)CC(C1OC1OC(CN)C(C(C1N)O)O)N
MOL_33db0b19e4e6,Target_lig_586,racemic_oxazolidinones_2,C1(=O)O[C@H]([C@H](N1)CN1CCN(CC1)c1ccccc1)COC(=O)Nc1ccc(cc1)C(=O)C
MOL_78ae06b1fd76,Target_lig_678,Benzimidazole 1 (2014),CC(C)(C)C1=CC(=CC(=C1OCCCC(=O)NCCCN=[N+]=[N-])C(C)(C)C)C2=NC3=C(N2)C=C(C=C3)N4CCN(CC4)C
MOL_99655edbe484,Target_lig_734,Aniline_analog_10,C1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O
MOL_96e66b6f983c,Target_lig_368,Neamine mimic_2,[C@@H]1([C@@H]([C@H]([C@H](O[C@@H]1CN)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1N)OC)CN)O)N)O)O
MOL_76f89f61f7f2,Target_lig_475,Phenothiazine 2,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
MOL_c7065479a649,Target_lig_225,Benzimidazole13ibis,c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C
MOL_a4110ab70063,Target_lig_527,HTP 20,c12c(c(c3c(n1)cccc3)Nc1ccc(cc1)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](NC(=O)CCCN)CO)cccc2C(=O)N[C@@H](C(=O)N)CCCNC(=N)N
MOL_eeea4b740895,Target_lig_862,SMN2_compound_4,CN1CCN(CC1)c1ccc2c(c1)oc(=O)c(c2)c1cccc(c1)Cl
MOL_7a8055552815,Target_lig_446,benzimidazole_analog_rRNA_3,COC(=O)C1=CC=C(C=C1)CN2C3=CC(=C(C=C3N=C2C4CCNCC4)Cl)Cl
MOL_21deb10dbb2b,Target_lig_696,B6,C1C[NH+]=C(N1)C2=CC=C(C=C2)C3=CC=C(O3)C4=CC=C(C=C4)C5=[NH+]CCN5
MOL_7d45025bca36,Target_lig_672,Methylquinolinium 22,C[NH+]1CCN(CC1)C1=C2C=CC=CC2=[N+](C)C(C=CC2=CC=C(C=C2)N2CCOCC2)=C1
MOL_0220ce1a1234,Target_lig_320,Tylosin,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
MOL_8655042c9f9e,Target_lig_93,methylpyridine_der_2,CC1=CC(=NC=C1)NCCN
MOL_4244c8b2f2d1,Target_lig_498,methylpiperazine derivative,CC1=NC2=NC(=NN2C(=C1)N3CCN(CC3)C)C4=CC=C(C=C4)Cl
MOL_1296111e8029,Target_lig_128,"6-chloro-3-((4-methyl-1,4-diazepan-1-yl)methyl)-4H-chromen-4-one",CN1CCCN(CC1)CC2=COC3=C(C2=O)C=C(C=C3)Cl
MOL_9541587d38ae,Target_lig_86,"6,7-dimethyl-1H-1,3-benzodiazol-2-amine",CC1=C(C2=C(C=C1)NC(=N2)N)C
MOL_d96324e75077,Target_lig_552,3-O-methyl-D-Adenosine,CO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO
MOL_cda52c0a5f56,Target_lig_865,SMN2_compound_7,CN1CCN(CC1)c1cc(F)c2c(c1)oc(=O)c(c2)c1ccc(cc1)Cl
MOL_ea7727e7658c,Target_lig_858,SMN-C5,CC1=CN2C=C(C=C(C2=N1)F)C3=CC(=O)N4C=C(C=CC4=N3)N5CCN(CC5)C
MOL_c56cfea3528a,Target_lig_174,Cethromycin,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OCC=CC4=CC5=CC=CC=C5N=C4)C)C)NC(=O)O2)C
MOL_aa5c733a083c,Target_lig_184,Rbt417,C1=CC=C2C(=C1)C=C(S2)C3=CC(=C(C=C3)OCCN=C(N)N)CNCCCCN=C(N)N
MOL_6fa405a978cb,Target_lig_1046,AIZA analog 5,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
MOL_e50aff8e8597,Target_lig_75,Spectinomycin,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
MOL_a495c4080509,Target_lig_438,benzimidazole_analog_rRNA_22,C1CNCCC1C2=NC3=C(N2)C=CC=N3
MOL_4555585934ab,Target_lig_362,Neamine derivative_3,[C@H]1([C@H]([C@@H]([C@@H](O[C@@H]1CN)O[C@H]1[C@H]([C@@H]([C@H](C[C@H]1N)NC(=O)[C@@H](CCN)O)OCCNCCCCN)O)N)O)O
MOL_cbc49294a93c,Target_lig_329,LINEZOLID_DERIVATIVE_4,CC(=S)NC[C@@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCS(=O)CC3)F
MOL_82641925e181,Target_lig_386,Quinolinyl_DOS_paromomycin_der_3,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)OCSC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)OCCNCCCN)O)N
MOL_5a91a4b55994,Target_lig_457,benzimidazole_analog_rRNA_41,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CSC5=C4C=C(C=C5)Cl)Cl)Cl
MOL_2824f8c4049f,Target_lig_649,Bisamidinium 2,NC1=NC(N)=[NH+]C(NCCCCNC(=[NH2+])C2=CC=C(C=C2)C(=[NH2+])NCCCCNC2=[NH+]C(N)=NC(N)=N2)=N1
MOL_e93dfa3ca648,Target_lig_526,Neocarzinostatin_chromophore_derivative_4,c12c(cc(cc1)OC)[C@@]1(C(=O)C=C2)C=C[C@@H]2[C@@H]1c1c([C@H]2O[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)CO)O)O)N)cc2c(c1)cccc2
MOL_7befaba6e722,Target_lig_740,Carbazole_analog_18,CCOC1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=CC=CC=C42)O
MOL_c93285cb4752,Target_lig_565,disulfide_der_1,N([C@@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1c(nc2c(cccc2)c1)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cccc2
MOL_cafc851ac353,Target_lig_1258,WM5,CN1C=C(C([O-])=O)C(=O)C2=CC(N)=C(C=C12)N1CCN(CC1)C1=CC=CC=N1
MOL_7cd606fd2a55,Target_lig_315,Spiramycin A,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C
MOL_87e1e36e06f1,Target_lig_998,Targapremir-377,CCCN(C(=O)CN(C(=O)CN(C(=O)CN(C(=O)CCCOc1cc(cc(c1)c1[nH]c2c(n1)cc(cc2)N)c1[nH]c2c(n1)ccc(c2)N)CCC)CCC)CCC)CC(=O)N(CC(=O)N)CCCn1cnc(c1)CN1CCN(CC1)c1nc(CC)nc(c1)Nc1nccc(c1)Nc1ccc2c(n1)cccc2
MOL_2cb5c873672f,Target_lig_996,Compound C1-COOEt,CCOC(=O)CCCOC1=CC(=CC(=C1)C2=NC3=C(N2)C=C(C=C3)N)C4=NC5=C(N4)C=C(C=C5)N
MOL_b2b3dd47cfe9,Target_lig_614,SL3 RNA_ligand11,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC=C(C=C4)S(=O)(=O)N)S(=O)(=O)O)N
MOL_288a0e111460,Target_lig_87,dimethylamino_methylquinolinyl_pyridinyl_acetamide,CC1=CC(=NC2=C1C=CC(=C2)NC(=O)CC3=CC=NC=C3)N(C)C
MOL_14e9553ad642,Target_lig_1127,Rbt489,NCCCOc1ccc(cc1CNCCCCN(C)C)c1cc2c(s1)cccc2
MOL_74b1ce001c8c,Target_lig_326,LINEZOLID_DERIVATIVE_1,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCN(CC3)C(=O)CO)F
MOL_d5082ae4976a,Target_lig_574,Ruthenium_der,C1=C(N(C(=C=1)c1c(cc(cc1C)C)C)[Ru](=Cc1ccccc1)(Cl)(Cl)P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C)C)C
MOL_6fc200a701d5,Target_lig_760,Neomycin_nucleobase_3j,NCC1OC(OC2C(Cn3nnc(c3)CCC(=O)NCC(=O)Nc3nc4c([nH]3)cccc4)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_c882f5199a37,Target_lig_752,Neomycin_nucleobase_3b,NCC1OC(OC2C(Cn3nnc(c3)Cn3ccc(=O)[nH]c3=O)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_dcfa00e3b700,Target_lig_276,Perazidoparomomycin derivative 2,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCCCN)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_ce57e96fa8d1,Target_lig_382,Heterocyclic paromomycin derivative 4,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)OCN2C=NC=N2)O)O)N
MOL_6939629770c9,Target_lig_481,Phenothiazine 9,[C@@H]1(C[C@H]([C@H]2[C@@H]([C@@H]1C(=O)C)O[C@H]1[C@@]2(C(=O)[C@@H](C(=O)C1)C(=O)C)C)O)O
MOL_ca146894874b,Target_lig_439,benzimidazole_analog_rRNA_23,C1CNCCC1C2=NC3=NC=NC=C3N2
MOL_82f005ddb6d9,Target_lig_608,SL3 RNA_ligand5,C1=CC=C2C=C(C=CC2=C1)/C=C/3\C(=O)NC(=S)N3
MOL_4d41cfe54e3d,Target_lig_1020,DMA-001,O=C(c1nc(Cl)c(nc1N)N(C)C)NC(=[NH2+])N
MOL_954d12091f1b,Target_lig_1201,Neamine_derivative_14,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OCn1cnc2c1cccc2)O)O
MOL_f8a89dbf63e6,Target_lig_360,Neamine derivative_1,[C@H]1([C@H]([C@@H]([C@@H](O[C@@H]1CN)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)NC(=O)[C@@H](CCN)O)OCCNCCN)O)N)O)O
MOL_f972a74a1ead,Target_lig_1003,Compound 3aa,NCCCCC(C(=O)OCOC[C@H]1OC(C[C@@H]1O)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N
MOL_17256dd2c981,Target_lig_613,SL3 RNA_ligand10,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)N2)/C=C/3\C(=O)C4=CC=CC=C4OC3=O)O
MOL_cae673bd3c7a,Target_lig_309,Micrococcin,CC=C1C2=NC(=CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(=CS7)C(=O)NC(=CC)C(=O)NCC(C)O)C8=NC(=CS8)C(=O)NC(C(=O)N1)C(C)O)C(C)O)C(C)C
MOL_1ef5b9c97aa5,Target_lig_759,Neomycin_nucleobase_3i,CCCCNC(=O)Nc1cccc(c1)c1ncn(c1)Cc1nnn(c1)CC1OC(C(C1OC1OC(CN)C(C(C1N)O)O)O)OC1C(O)C(N)CC(C1OC1OC(CN)C(C(C1N)O)O)N
MOL_7471175492e7,Target_lig_656,S-Amino acid conjugate 13b,CC(=O)NC1=NC(=CS1)C1=CC(NC(=O)C(CNC(=O)[C@@H]([NH3+])CCCC[NH3+])NC(=O)[C@@H]([NH3+])CCCC[NH3+])=CC=C1
MOL_286dd2c4c120,Target_lig_68,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
MOL_ea4be70fcca1,Target_lig_1131,Rbt552,NCCCOc1ccc(cc1CNCCC1CCNCC1)c1ccccn1
MOL_e769fd4e3e54,Target_lig_1135,Rbt603,N1CCN(CC1)CCCNCc1cc(ccc1OCc1cc2c(s1)cccc2)c1cc2c(s1)cccc2
MOL_93ed2f3071eb,Target_lig_859,SMN2_compound_1,C[C@H]1CN(CCN1)C2=CC3=C(C=C2)C=C(C(=O)O3)C4=CN5C=C(N=C(C5=N4)C)C
MOL_8c1b45b23e23,Target_lig_1115,benzimidazole_analog_rRNA_19,c1(c(cc2c(c1)[nH]c(n2)C1CCNCC1)Cl)Cl
MOL_c3c874512496,Target_lig_253,Aminoglycoside derivative 2,[C@@H]1([C@@H]([C@@H]([C@@H](O[C@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@H]1OC[C@@H]([C@@H]1OCCNCc1ncccc1)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_35404da6576d,Target_lig_216,chloro_piperidine_propyl_der,C1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
MOL_6f42c23d5796,Target_lig_1122,"2,4-diaminopyrimidine",C1=CN=C(N=C1N)N
MOL_b3edef6dca04,Target_lig_257,Aminoglycoside derivative 7,[C@H]1([C@H]([C@@H]([C@@H](O[C@H]1CO)O[C@@H]1[C@@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCNCCNCCN)O[C@@H]1[C@@H]([C@H](C[C@H](O1)CN)O)N)N)O)O
MOL_acfa42d18ae1,Target_lig_764,Neomycin-3c,NCC1OC(OC2C(Cn3nnc(c3)CCC(=O)Nc3cccc(c3)c3csc(n3)NC(=O)c3ccc(cc3)F)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_38016fd76a85,Target_lig_584,acridine_new_derv,c1c(cc2c(c1)c(c1c(n2)cc(c(c1)OC)C)Nc1ccc(c(c1)CN1CCN(CC1)C)O)Cl
MOL_1ba9a173f8af,Target_lig_237,Valnemulin,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)C(C(C)C)N)C
MOL_e9d04fd3b473,Target_lig_109,"3-(3-(4-methylpiperazin-1-yl)propyl)-3H-pyrimido[5,4-b]indol-4(5H)-one",CN1CCN(CC1)CCCN2C=NC3=C(C2=O)NC4=CC=CC=C43
MOL_addde74f2ab3,Target_lig_1134,Rbt567,NCCCOc1ccc(cc1CNCCC1CCNCC1)c1ccccc1
MOL_f724c2633ce4,Target_lig_80,Neamine,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)O)O)N
MOL_8d93c4028d04,Target_lig_1241,"Compound (4R,5S)-2",O=C(Nc1ccc(cc1)C(=O)C)OC[C@H]1OC(=O)NC1CN1CCN(CC1)c1ccccc1
MOL_1892749ce38e,Target_lig_780,Compound 1a,CCCN(C(=O)CN(C(=O)CNCc1nnn(c1)N=[N+]=N)CCC)CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N)CCC)CCC)CCC
MOL_2b9c7caceb0d,Target_lig_690,Benzimidazole 11 / Isis-11,C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12
MOL_5040c5d68a72,Target_lig_546,DOS_der_1,[C@H]1([C@H](OCCCCCCCCCCCCO[C@H]2[C@@H](C[C@H](N)[C@@H](O)[C@H]2O)N)[C@H](O)[C@H]([C@@H](C1)N)O)N
MOL_f273b440c145,Target_lig_585,racemic_oxazolidinones,C1(=O)O[C@H]([C@H](N1)CN1CCN(CC1)c1ccccc1)COC(=O)Cc1ccccc1
MOL_c38ad2fdde1d,Target_lig_286,Perazidoparomomycin derivative 13,[C@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCCc1ccc(cc1)C1CCCCC1)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_1265f08baeb0,Target_lig_1226,ethylquinoline_carboxamide derivative 4,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cc2cc3OCOc3cc2nc1CC)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2cc3OCOc3cc2nc1CC
MOL_9f603e7e8598,Target_lig_421,benzimidazole_analog_rRNA_4,C1CCC(CC1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-]
MOL_e9e9b9fd3a26,Target_lig_103,"1,3-bis(piperidin-1-ylmethyl)imidazolidine-2-thione",C1CCN(CC1)CN2CCN(C2=S)CN3CCCCC3
MOL_9935ca6b054d,Target_lig_118,"8-bromo-3-(2-(piperazin-1-yl)ethyl)-3H-pyrimido[5,4-b]indol-4(5H)-one",C1CN(CCN1)CCN2C=NC3=C(C2=O)NC4=C3C=C(C=C4)Br
